Title,Year,is_selected,do_finetuning,decision_threshold,Source title
Early prediction for merged vs abandoned code changes in modern code reviews,2022,no,,,Information and Software Technology
Mithra: Anomaly Detection as an Oracle for Cyberphysical Systems,2022,no,,,IEEE Transactions on Software Engineering
A comprehensive empirical study on bug characteristics of deep learning frameworks,2022,no,,,Information and Software Technology
A three-stage transfer learning framework for multi-source cross-project software defect prediction,2022,yes,no,,Information and Software Technology
Enhance Combinatorial Testing with Metamorphic Relations,2022,no,,,IEEE Transactions on Software Engineering
The Impact of Duplicate Changes on Just-in-Time Defect Prediction,2022,yes,no,,IEEE Transactions on Reliability
Towards building a pragmatic cross-project defect prediction model combining non-effort based and effort-based performance measures for a balanced evaluation,2022,yes,no,,Information and Software Technology
A feature selection model for software defect prediction using binary Rao optimization algorithm,2022,yes,no,,Applied Soft Computing
Exploring the relationship between performance metrics and cost saving potential of defect prediction models,2022,yes,yes,,Empirical Software Engineering
"Simpler Hyperparameter Optimization for Software Analytics: Why, How, When?",2022,yes,yes,,IEEE Transactions on Software Engineering
Pest incidence forecasting based on Internet of Things and Long Short-Term Memory Network,2022,no,,,Applied Soft Computing
Generic Framework for Integration of First Prediction Time Detection With Machine Degradation Modelling from Frequency Domain,2022,no,,,IEEE Transactions on Reliability
TCTracer: Establishing test-to-code traceability links using dynamic and static techniques,2022,no,,,Empirical Software Engineering
S-DABT: Schedule and Dependency-aware Bug Triage in open-source bug tracking systems,2022,no,,,Information and Software Technology
Problems with SZZ and features: An empirical study of the state of practice of defect prediction data collection,2022,no,,,Empirical Software Engineering
An extended study on applicability and performance of homogeneous cross-project defect prediction approaches under homogeneous cross-company effort estimation situation,2022,yes,yes,,Empirical Software Engineering
Uncertainty awareness in transmission line fault analysis: A deep learning based approach,2022,no,,,Applied Soft Computing
On effort-aware metrics for defect prediction,2022,yes,no,,Empirical Software Engineering
The Ghost Commit Problem When Identifying Fix-Inducing Changes: An Empirical Study of Apache Projects,2022,no,,,IEEE Transactions on Software Engineering
Generative Oversampling Methods for Handling Imbalanced Data in Software Fault Prediction,2022,yes,yes,,IEEE Transactions on Reliability
Predicting the precise number of software defects: Are we there yet?,2022,yes,yes,,Information and Software Technology
A Multi-Armed Bandit Approach for Test Case Prioritization in Continuous Integration Environments,2022,no,,,IEEE Transactions on Software Engineering
The impact of the distance metric and measure on SMOTE-based techniques in software defect prediction,2022,yes,yes,,Information and Software Technology
MULA: A Just-In-Time Multi-labeling System for Issue Reports,2022,no,,,IEEE Transactions on Reliability
SHSE: A subspace hybrid sampling ensemble method for software defect number prediction,2022,yes,yes,,Information and Software Technology
Multi-dimensional recurrent neural network for remaining useful life prediction under variable operating conditions and multiple fault modes,2022,no,,,Applied Soft Computing
An Unsupervised Software Fault Prediction Approach Using Threshold Derivation,2022,yes,no,,IEEE Transactions on Reliability
"CBUA: A Probabilistic, Predictive, and Practical Approach for Evaluating Test Suite Effectiveness",2022,no,,,IEEE Transactions on Software Engineering
Comments on 'Using k-Core Decomposition on Class Dependency Networks to Improve Bug Prediction Model's Practical Performance',2022,yes,no,,IEEE Transactions on Software Engineering
On the Value of Oversampling for Deep Learning in Software Defect Prediction,2022,yes,yes,,IEEE Transactions on Software Engineering
Within-Project Defect Prediction of Infrastructure-as-Code Using Product and Process Metrics,2022,yes,yes,,IEEE Transactions on Software Engineering
Revisiting Supervised and Unsupervised Methods for Effort-Aware Cross-Project Defect Prediction,2022,yes,no,,IEEE Transactions on Software Engineering
Watch Out for Extrinsic Bugs! A Case Study of Their Impact in Just-In-Time Bug Prediction Models on the OpenStack Project,2022,yes,no,,IEEE Transactions on Software Engineering
Aligned metric representation based balanced multiset ensemble learning for heterogeneous defect prediction,2022,yes,yes,,Information and Software Technology
Predicting reliability of software in industrial systems using a Petri net based approach: A case study on a safety system used in nuclear power plant,2022,no,,,Information and Software Technology
ST-TLF: Cross-version defect prediction framework based transfer learning,2022,yes,yes ,,Information and Software Technology
Software Bug Number Prediction Based on Complex Network Theory and Panel Data Model,2022,yes,no,,IEEE Transactions on Reliability
Dealing with imbalanced data for interpretable defect prediction,2022,yes,no,,Information and Software Technology
An Empirical Study of Model-Agnostic Techniques for Defect Prediction Models,2022,yes,yes ,,IEEE Transactions on Software Engineering
FENSE: A feature-based ensemble modeling approach to cross-project just-in-time defect prediction,2022,yes,yes ,,Empirical Software Engineering
Defect Reduction Planning (Using TimeLIME),2022,yes,yes ,,IEEE Transactions on Software Engineering
Defect prediction using deep learning with Network Portrait Divergence for software evolution,2022,yes,no,,Empirical Software Engineering
ACGDP: An Augmented Code Graph-Based System for Software Defect Prediction,2022,yes,yes ,,IEEE Transactions on Reliability
ApacheJIT: A Large Dataset for Just-In-Time Defect Prediction,2022,no,,,"Proceedings - 2022 Mining Software Repositories Conference, MSR 2022"
A Procedure to Continuously Evaluate Predictive Performance of Just-In-Time Software Defect Prediction Models During Software Development,2023,yes,yes,,IEEE Transactions on Software Engineering
"Code-line-level Bugginess Identification: How Far have We Come, and How Far have We Yet to Go?",2023,yes,no,,ACM Transactions on Software Engineering and Methodology
A comprehensive evaluation of SZZ Variants through a developer-informed oracle,2023,no,,,Journal of Systems and Software
Enhancing Mobile App Bug Reporting via Real-Time Understanding of Reproduction Steps,2023,no,,,IEEE Transactions on Software Engineering
DSSDPP: Data Selection and Sampling Based Domain Programming Predictor for Cross-Project Defect Prediction,2023,yes,no,,IEEE Transactions on Software Engineering
Variational eligibility trace meta-reinforcement recurrent network for residual life prediction of space rolling bearings,2023,no,,,Applied Soft Computing
An annotation-based approach for finding bugs in neural network programs,2023,no,,,Journal of Systems and Software
A multi-objective effort-aware defect prediction approach based on NSGA-II,2023,yes,no,,Applied Soft Computing
Fault detection with confidence level evaluation for perception module of autonomous vehicles based on long short term memory and Gaussian Mixture Model,2023,no,,,Applied Soft Computing
BPEL process defects prediction using multi-objective evolutionary search,2023,no,,,Journal of Systems and Software
Industrial applications of software defect prediction using machine learning: A business-driven systematic literature review,2023,no,,,Information and Software Technology
"The Why, When, What, and How about Predictive Continuous Integration: A Simulation-Based Investigation",2023,no,,,IEEE Transactions on Software Engineering
AI-based Question Answering Assistance for Analyzing Natural-language Requirements,2023,no,,,Proceedings - International Conference on Software Engineering
Machine learning in software defect prediction: A business-driven systematic mapping study,2023,no,,,Information and Software Technology
Rubbing salt in the wound? A large-scale investigation into the effects of refactoring on security,2023,no,,,Empirical Software Engineering
What really changes when developers intend to improve their source code: a commit-level study of static metric value and static analysis warning changes,2023,no,,,Empirical Software Engineering
ESRO: Experience Assisted Service Reliability against Outages,2023,no,,,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023"
RefactorScore: Evaluating Refactor Prone Code,2023,no,,,IEEE Transactions on Software Engineering
A floating offshore platform motion forecasting approach based on EEMD hybrid ConvLSTM and chaotic quantum ALO,2023,no,,,Applied Soft Computing
Tolerate Control-Flow Changes for Sound Data Race Prediction,2023,no,,,Proceedings - International Conference on Software Engineering
Two Sides of the Same Coin: Exploiting the Impact of Identifiers in Neural Code Comprehension,2023,no,,,Proceedings - International Conference on Software Engineering
Learning the Relation between Code Features and Code Transforms with Structured Prediction,2023,no,,,IEEE Transactions on Software Engineering
Prevent: An Unsupervised Approach to Predict Software Failures in Production,2023,no,,,IEEE Transactions on Software Engineering
Can we Knapsack Software Defect Prediction? Nokia 5G Case,2023,no,,,Proceedings - International Conference on Software Engineering
BTLink : automatic link recovery between issues and commits based on pre-trained BERT model,2023,no,,,Empirical Software Engineering
A Comprehensive Study on Code Clones in Automated Driving Software,2023,no,,,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023"
"Unifying Defect Prediction, Categorization, and Repair by Multi-Task Deep Learning",2023,yes,no,,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023"
Interpretable Software Defect Prediction Incorporating Multiple Rules,2023,yes,no,,"Proceedings - 2023 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2023"
Some Investigations of Machine Learning Models for Software Defects,2023,no,,,Proceedings - International Conference on Software Engineering
Assessing the Early Bird Heuristic (for Predicting Project Quality),2023,yes,yes,,ACM Transactions on Software Engineering and Methodology
Predicting the Change Impact of Resolving Defects by Leveraging the Topics of Issue Reports in Open Source Software Systems,2023,no,,,ACM Transactions on Software Engineering and Methodology
Fault Localization for Buggy Deep Learning Framework Conversions in Image Recognition,2023,no,,,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023"
Tag that issue: applying API-domain labels in issue tracking systems,2023,no,,,Empirical Software Engineering
Service-oriented model-based fault prediction and localization for service compositions testing using deep learning techniques,2023,no,,,Applied Soft Computing
Semantic feature learning for software defect prediction from source code and external knowledge,2023,yes,yes,,Journal of Systems and Software
CLFuzz: Vulnerability Detection of Cryptographic Algorithm Implementation via Semantic-aware Fuzzing,2023,no,,,ACM Transactions on Software Engineering and Methodology
DeepLineDP: Towards a Deep Learning Approach for Line-Level Defect Prediction,2023,yes,yes,,IEEE Transactions on Software Engineering
BugRadar: Bug localization by knowledge graph link prediction,2023,no,,,Information and Software Technology
Using Radial Basis Function and Back Propagation to predicate fault in a railway dangerous goods transportation system considering the Markov Correction,2023,no,,,Applied Soft Computing
Application of Deep Learning in Software Defect Prediction: Systematic Literature Review and Meta-analysis,2023,no,,,Information and Software Technology
Hot Patching Hot Fixes: Reflection and Perspectives,2023,no,,,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023"
Enhancing the defectiveness prediction of methods and classes via JIT,2023,yes,no,,Empirical Software Engineering
"Bash in the Wild: Language Usage, Code Smells, and Bugs",2023,no,,,ACM Transactions on Software Engineering and Methodology
Evolutionary Approach for Concurrency Testing of Ripple Blockchain Consensus Algorithm,2023,no,,,Proceedings - International Conference on Software Engineering
"Proceedings - 2023 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2023",2023,no,,,"Proceedings - 2023 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2023"
On the validity of retrospective predictive performance evaluation procedures in just-in-time software defect prediction,2023,yes,yes,,Empirical Software Engineering
An Empirical Comparison of Model-Agnostic Techniques for Defect Prediction Models,2023,yes,no,,"Proceedings - 2023 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2023"
Learning Program Representations with a Tree-Structured Transformer,2023,no,,,"Proceedings - 2023 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2023"
FrMi: Fault-revealing Mutant Identification using killability severity,2023,no,,,Information and Software Technology
Prompt Tuning in Code Intelligence: An Experimental Evaluation,2023,no,,,IEEE Transactions on Software Engineering
"DexBERT: Effective, Task-Agnostic and Fine-Grained Representation Learning of Android Bytecode",2023,no,,,IEEE Transactions on Software Engineering
A large-scale exploratory study of android sports apps in the google play store,2023,no,,,Information and Software Technology
Testing Feedforward Neural Networks Training Programs,2023,no,,,ACM Transactions on Software Engineering and Methodology
On the use of deep learning in software defect prediction,2023,no,,,Journal of Systems and Software
On the Reproducibility of Software Defect Datasets,2023,no,,,Proceedings - International Conference on Software Engineering
On the Significance of Category Prediction for Code-Comment Synchronization,2023,no,,,ACM Transactions on Software Engineering and Methodology
An Empirical Investigation on the Performance of Domain Adaptation for T5 Code Completion,2023,no,,,"Proceedings - 2023 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2023"
Human-in-the-Loop Automatic Program Repair,2023,no,,,IEEE Transactions on Software Engineering
Issues-Driven features for software fault prediction,2023,yes,yes,,Information and Software Technology
ARRAY: Adaptive triple feature-weighted transfer Naive Bayes for cross-project defect prediction,2023,yes,yes,,Journal of Systems and Software
A Method of Component Prediction for Crash Bug Reports Using Component-Based Features and Machine Learning,2023,no,,,"Proceedings - 2023 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2023"
Detecting Exception Handling Bugs in C++ Programs,2023,no,,,Proceedings - International Conference on Software Engineering
Coverage Guided Fault Injection for Cloud Systems,2023,no,,,Proceedings - International Conference on Software Engineering
Learning test-mutant relationship for accurate fault localisation,2023,no,,,Information and Software Technology
UDA-DP: Unsupervised Domain Adaptation for Software Defect Prediction,2023,yes,yes,,"Proceedings - 2023 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2023"
A Data Transfer and Relevant Metrics Matching Based Approach for Heterogeneous Defect Prediction,2023,yes,no,,IEEE Transactions on Software Engineering
Using acceptance tests to predict merge conflict risk,2023,no,,,Empirical Software Engineering
From Input to Failure: Explaining Program Behavior via Cause-Effect Chains,2023,no,,,Proceedings - International Conference on Software Engineering
Explaining software fault predictions to spreadsheet users,2023,no,,,Journal of Systems and Software
Learning to Predict Code Review Completion Time In Modern Code Review,2023,no,,,Empirical Software Engineering
"How far does the predictive decision impact the software project? The cost, service time, and failure analysis from a cross-project defect prediction model",2023,yes,no,,Journal of Systems and Software
A Comprehensive Investigation of the Impact of Class Overlap on Software Defect Prediction,2023,yes,yes,,IEEE Transactions on Software Engineering
Dynamic Graph Neural Networks-Based Alert Link Prediction for Online Service Systems,2023,no,,,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023"
Do attention and memory explain the performance of software developers?,2023,no,,,Empirical Software Engineering
An investigation of online and offline learning models for online Just-in-Time Software Defect Prediction,2023,yes,yes,,Empirical Software Engineering
Predicting Bugs by Monitoring Developers During Task Execution,2023,yes,no,,Proceedings - International Conference on Software Engineering
RepresentThemAll: A Universal Learning Representation of Bug Reports,2023,no,,,Proceedings - International Conference on Software Engineering
Understanding and predicting incident mitigation time,2023,no,,,Information and Software Technology
CCRep: Learning Code Change Representations via Pre-Trained Code Model and Query Back,2023,yes,no,,Proceedings - International Conference on Software Engineering
"Inconsistent Defect Labels: Essence, Causes, and Influence",2023,yes,no,,IEEE Transactions on Software Engineering
Finding the best learning to rank algorithms for effort-aware defect prediction,2023,yes,yes,,Information and Software Technology
A knowledge graph–GCN–community detection integrated model for large-scale stock price prediction,2023,no,,,Applied Soft Computing
Gamma: Revisiting Template-Based Automated Program Repair Via Mask Prediction,2023,no,,,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023"
The impact of class imbalance techniques on crashing fault residence prediction models,2023,yes,no,,Empirical Software Engineering
Bridging the Gap Between Academia and Industry in Machine Learning Software Defect Prediction: Thirteen Considerations,2023,no,,,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023"
Towards Automatically Localizing Function Errors in Mobile Apps With User Reviews,2023,no,,,IEEE Transactions on Software Engineering
Systematic reviews in mobile app software engineering: A tertiary study,2023,no,,,Information and Software Technology
Adversarial domain adaptation for cross-project defect prediction,2023,yes,yes,,Empirical Software Engineering
Towards Privacy Preserving Cross Project Defect Prediction with Federated Learning,2023,yes,yes,,"Proceedings - 2023 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2023"
BERT- and TF-IDF-based feature extraction for long-lived bug prediction in FLOSS: A comparative study,2023,no,,,Information and Software Technology
The Landscape of Source Code Representation Learning in AI-Driven Software Engineering Tasks,2023,no,,,Proceedings - International Conference on Software Engineering
Towards Learning Generalizable Code Embeddings Using Task-agnostic Graph Convolutional Networks,2023,yes,no,,ACM Transactions on Software Engineering and Methodology
An Experimental Assessment of Using Theoretical Defect Predictors to Guide Search-Based Software Testing,2023,no,,,IEEE Transactions on Software Engineering
Daisy: Effective Fuzz Driver Synthesis with Object Usage Sequence Analysis,2023,no,,,Proceedings - International Conference on Software Engineering
Towards Reliable Online Just-in-Time Software Defect Prediction,2023,yes,yes,,IEEE Transactions on Software Engineering
Boosting multi-objective just-in-time software defect prediction by fusing expert metrics and semantic metrics,2023,yes,no,,Journal of Systems and Software
Software defects prediction by metaheuristics tuned extreme gradient boosting and analysis based on Shapley Additive Explanations,2023,yes,yes,,Applied Soft Computing
What Makes Good In-Context Demonstrations for Code Intelligence Tasks with LLMs?,2023,no,,,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023"
Evolving fuzzy prediction interval for fault detection in a heat exchanger,2023,no,,,Applied Soft Computing
Cross-Project Online Just-In-Time Software Defect Prediction,2023,yes,yes,,IEEE Transactions on Software Engineering
Automating Code-Related Tasks Through Transformers: The Impact of Pre-training,2023,no,,,Proceedings - International Conference on Software Engineering
Code Difference Guided Adversarial Example Generation for Deep Code Models,2023,yes,no,,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023"
A language-parametric test coverage framework for executable domain-specific languages,2024,no,,,Journal of Systems and Software
TraceJIT: Evaluating the Impact of Behavioral Code Change on Just-In-Time Defect Prediction,2024,yes,no,,"Proceedings - 2024 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2024"
The Lost World: Characterizing and Detecting Undiscovered Test Smells,2024,no,,,ACM Transactions on Software Engineering and Methodology
Mutation-based data augmentation for software defect prediction,2024,yes,no,,Journal of Software: Evolution and Process
Mobile Application Online Cross-Project Just-in-Time Software Defect Prediction Framework,2024,yes,yes,,ACM Transactions on Software Engineering and Methodology
An extensive replication study of the ABLoTS approach for bug localization,2024,no,,,Empirical Software Engineering
Reorder Pointer Flow in Sound Concurrency Bug Prediction,2024,no,,,Proceedings - International Conference on Software Engineering
Unsupervised adversarial and cycle consistent feature extraction network for intelligent fault diagnosis,2024,no,,,Applied Soft Computing
Bug characterization in machine learning-based systems,2024,no,,,Empirical Software Engineering
Cross-version defect prediction using threshold-based active learning,2024,yes,no,,Journal of Software: Evolution and Process
On the adoption and effects of source code reuse on defect proneness and maintenance effort,2024,no,,,Empirical Software Engineering
A method for seismic fault identification based on self-training with high-stability pseudo-labels,2024,no,,,Applied Soft Computing
Ensemble Kernel-Mapping-Based Ranking Support Vector Machine for Software Defect Prediction,2024,yes,no,,IEEE Transactions on Reliability
Joint Instance and Feature Adaptation for Heterogeneous Defect Prediction,2024,yes,no,,IEEE Transactions on Reliability
Bug report priority prediction using social and technical features,2024,no,,,Journal of Software: Evolution and Process
Estimating Uncertainty in Labeled Changes by SZZ Tools on Just-In-Time Defect Prediction,2024,yes,no,no,ACM Transactions on Software Engineering and Methodology
The impact of concept drift and data leakage on log level prediction models,2024,no,,,Empirical Software Engineering
Classifying Source Code: How Far Can Compressor-based Classifiers Go?,2024,no,,,Proceedings - International Conference on Software Engineering
Prioritizing test cases for deep learning-based video classifiers,2024,no,,,Empirical Software Engineering
On the Impact of Lower Recall and Precision in Defect Prediction for Guiding Search-based Software Testing,2024,yes,no,no,ACM Transactions on Software Engineering and Methodology
Just-in-Time crash prediction for mobile apps,2024,yes,yes,no,Empirical Software Engineering
Silent bugs in deep learning frameworks: an empirical study of Keras and TensorFlow,2024,no,,,Empirical Software Engineering
Correction to: An investigation of online and offline learning models for online Just-in-Time Software Defect Prediction,2024,yes,no,no,Empirical Software Engineering
Bearing fault diagnosis using Gradual Conditional Domain Adversarial Network[Formula presented],2024,no,,,Applied Soft Computing
Test Input Prioritization for Graph Neural Networks,2024,no,,,IEEE Transactions on Software Engineering
An empirical study on bug severity estimation using source code metrics and static analysis,2024,no,,,Journal of Systems and Software
Federated Learning for Software Engineering: A Case Study of Code Clone Detection and Defect Prediction,2024,yes,yes,no,IEEE Transactions on Software Engineering
Towards an understanding of intra-defect associations: Implications for defect prediction,2024,yes,no,no,Journal of Systems and Software
A novel defect prediction method based on semantic feature enhancement,2024,yes,yes,no,Journal of Software: Evolution and Process
Machine learning based improved cross-project software defect prediction using new structural features in object oriented software,2024,yes,yes,no,Applied Soft Computing
Cross-project concurrency bug prediction using domain-adversarial neural network,2024,yes,yes,no,Journal of Systems and Software
Maturity model for secure software testing,2024,no,,,Journal of Software: Evolution and Process
Energy Consumption of Automated Program Repair,2024,no,,,Proceedings - International Conference on Software Engineering
CrashTranslator: Automatically Reproducing Mobile Application Crashes Directly from Stack Trace,2024,no,,,Proceedings - International Conference on Software Engineering
Post deployment recycling of machine learning models: Don’t Throw Away Your Old Models!,2024,no,,,Empirical Software Engineering
Bringing Structure to Naturalness: On the Naturalness of ASTs,2024,no,,,Proceedings - International Conference on Software Engineering
Towards graph-anonymization of software analytics data: empirical study on JIT defect prediction,2024,yes,yes,no,Empirical Software Engineering
Crowdsourced bug report severity prediction based on text and image understanding via heterogeneous graph convolutional networks,2024,no,,,Journal of Software: Evolution and Process
How Does Pre-trained Language Model Perform on Deep Learning Framework Bug Prediction?,2024,yes,yes,no,Proceedings - International Conference on Software Engineering
A Formal Explainer for Just-In-Time Defect Predictions,2024,yes,no,no,ACM Transactions on Software Engineering and Methodology
Towards Effective and Efficient Error Handling Code Fuzzing Based on Software Fault Injection,2024,no,,,"Proceedings - 2024 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2024"
Code-centric learning-based just-in-time vulnerability detection,2024,no,,,Journal of Systems and Software
What Causes Bugs in Numerical Simulation Software? An Empirical Study,2024,no,,,IEEE Transactions on Reliability
Learning Defect Prediction from Unrealistic Data,2024,yes,yes,no,"Proceedings - 2024 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2024"
Long-term software fault prediction with wavelet shrinkage estimation,2024,no,,,Journal of Systems and Software
Software Bug Prediction Using Reward-Based Weighted Majority Voting Ensemble Technique,2024,yes,no,yes (weighted probabilities),IEEE Transactions on Reliability
MASTER: Multi-Source Transfer Weighted Ensemble Learning for Multiple Sources Cross-Project Defect Prediction,2024,yes,yes,default 0.5,IEEE Transactions on Software Engineering
Cross-project defect prediction via semantic and syntactic encoding,2024,yes,yes,no,Empirical Software Engineering
Commit-time defect prediction using one-class classification,2024,yes,yes,yes,Journal of Systems and Software
An empirical study on the potential of word embedding techniques in bug report management tasks,2024,no,,,Empirical Software Engineering
Software Defect Prediction Approach Based on a Diversity Ensemble Combined With Neural Network,2024,yes,yes,no,IEEE Transactions on Reliability
The untold impact of learning approaches on software fault-proneness predictions: an analysis of temporal aspects,2024,yes,no,no,Empirical Software Engineering
CfExplainer: Explainable just-in-time defect prediction based on counterfactuals,2024,yes,yes,no,Journal of Systems and Software
Raisin: Identifying Rare Sensitive Functions for Bug Detection,2024,no,,,Proceedings - International Conference on Software Engineering
An empirical study of data sampling techniques for just-in-time software defect prediction,2024,yes,yes,no,Automated Software Engineering
Deep learning or classical machine learning? An empirical study on line-level software defect prediction,2024,yes,no,no,Journal of Software: Evolution and Process
Mitigating the impact of mislabeled data on deep predictive models: an empirical study of learning with noise approaches in software engineering tasks,2024,no,,,Automated Software Engineering
Improving fault localization via weighted execution graph and graph attention network,2024,no,,,Journal of Software: Evolution and Process
Code Multiview Hypergraph Representation Learning for Software Defect Prediction,2024,yes,yes,no,IEEE Transactions on Reliability
A study on cross-project fault prediction through resampling and feature reduction along with source projects selection,2024,yes,no,no,Automated Software Engineering
Risky Dynamic Typing-related Practices in Python: An Empirical Study,2024,no,,,ACM Transactions on Software Engineering and Methodology
Method-level Bug Prediction: Problems and Promises,2024,no,,,ACM Transactions on Software Engineering and Methodology
Two sides of the same coin: A study on developers' perception of defects,2024,no,,,Journal of Software: Evolution and Process
Software bug severity and priority prediction using SMOTE and intuitionistic fuzzy similarity measure[Formula presented],2024,no,,,Applied Soft Computing
Application of Weighted Combinations of Activation Functions to Defect Prediction in Software Development,2024,yes,yes,no,IEEE Transactions on Reliability
On the Effectiveness of One-Class Support Vector Machine in Different Defect Prediction Scenarios,2024,yes,yes,no,"Proceedings - 2024 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2024"
LineFlowDP: A Deep Learning-Based Two-Phase Approach for Line-Level Defect Prediction,2024,yes,yes,default 0.5,Empirical Software Engineering
Early analysis of requirements using NLP and Petri-nets,2024,no,,,Journal of Systems and Software
APPT: Boosting Automated Patch Correctness Prediction via Fine-Tuning Pre-Trained Models,2024,no,,,IEEE Transactions on Software Engineering
Cost optimization and machine learning-based prediction of waiting time for fault-tolerance machining system with general vacation and F-policy,2024,no,,,Applied Soft Computing
Data Complexity: A New Perspective for Analyzing the Difficulty of Defect Prediction Tasks,2024,yes,yes,no,ACM Transactions on Software Engineering and Methodology
Combining object-oriented metrics and centrality measures to predict faults in object-oriented software: An empirical validation,2024,yes,yes,default 0.5,Journal of Software: Evolution and Process
A multi-objective effort-aware approach for early code review prediction and prioritization,2024,no,,,Empirical Software Engineering
BAFLineDP: Code Bilinear Attention Fusion Framework for Line-Level Defect Prediction,2024,yes,yes,no,"Proceedings - 2024 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2024"
Enhancing fault localization in microservices systems through span-level using graph convolutional networks,2024,no,,,Automated Software Engineering
Interpretable Software Maintenance and Support Effort Prediction Using Machine Learning,2024,no,,,Proceedings - International Conference on Software Engineering
Just-in-time identification for cross-project correlated issues,2024,no,,,Journal of Software: Evolution and Process
A soft computing approach for software defect density prediction,2024,yes,yes,no,Journal of Software: Evolution and Process
A holistic approach to software fault prediction with dynamic classification,2024,yes,yes,no,Automated Software Engineering
Evolutionary measures and their correlations with the performance of cross-version defect prediction for object-oriented projects,2024,yes,no,no,Journal of Software: Evolution and Process
Intelligent fault identification in sample imbalance scenarios using robust low-rank matrix classifier with fuzzy weighting factor,2024,yes,yes,no,Applied Soft Computing
Unveiling the impact of unchanged modules across versions on the evaluation of within-project defect prediction models,2024,yes,no,no,Journal of Software: Evolution and Process
Online cross-project approach with project-level similarity for just-in-time software defect prediction,2024,yes,yes,no,Empirical Software Engineering
On the value of instance selection for bug resolution prediction performance,2024,no,,,Journal of Software: Evolution and Process
"IRJIT: A simple, online, information retrieval approach for just-in-time software defect prediction",2024,yes,no,no,Empirical Software Engineering
A GAN-based method for diagnosing bodywork spot welding defects in response to small sample condition,2024,no,,,Applied Soft Computing
Software defect prediction: future directions and challenges,2024,no,,,Automated Software Engineering
SGT: Aging-related bug prediction via semantic feature learning based on graph-transformer,2024,yes,yes,no,Journal of Systems and Software
Bug reports priority classification models. Replication study,2024,no,,,Automated Software Engineering
JITGNN: A deep graph neural network framework for Just-In-Time bug prediction,2024,yes,yes,no,Journal of Systems and Software
ME-SFP: A Mixture-of-Experts-Based Approach for Software Fault Prediction,2024,yes,yes,default 0.5,IEEE Transactions on Reliability
Effective Bi-decoding networks for rail-surface defect detection by knowledge distillation,2024,yes,yes,no,Applied Soft Computing
EvaluateXAI: A framework to evaluate the reliability and consistency of rule-based XAI techniques for software analytics tasks,2024,yes,yes,no,Journal of Systems and Software
Studying the explanations for the automated prediction of bug and non-bug issues using LIME and SHAP,2024,yes,no,no,Empirical Software Engineering
BERT based severity prediction of bug reports for the maintenance of mobile applications,2024,no,,,Journal of Systems and Software
Industrial adoption of machine learning techniques for early identification of invalid bug reports,2024,no,,,Empirical Software Engineering
Software Defect Prediction Based on Deep Representation Learning of Source Code From Contextual Syntax and Semantic Graph,2024,yes,no,no,IEEE Transactions on Reliability
Test Input Prioritization for Machine Learning Classifiers,2024,no,,,IEEE Transactions on Software Engineering
When less is more: on the value of “co-training” for semi-supervised software defect predictors,2024,yes,no,no,Empirical Software Engineering
Exploring the impact of data preprocessing techniques on composite classifier algorithms in cross-project defect prediction,2024,yes,yes,no,Automated Software Engineering
TEASMA: A Practical Methodology for Test Adequacy Assessment of Deep Neural Networks,2024,no,,,IEEE Transactions on Software Engineering
Multi-Objective Software Defect Prediction via Multi-Source Uncertain Information Fusion and Multi-Task Multi-View Learning,2024,yes,yes,no,IEEE Transactions on Software Engineering
Delving into Parameter-Efficient Fine-Tuning in Code Change Learning: An Empirical Study,2024,no,,,"Proceedings - 2024 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2024"
Combining Structured Static Code Information and Dynamic Symbolic Traces for Software Vulnerability Prediction,2024,no,,,Proceedings - International Conference on Software Engineering
